   0  0.999775 -9.965784       407   2613306
   1  0.999977 -9.965784        41   2613306
   2  0.999547 -9.965784        51    162432
   3  0.999529 -9.965784        56    171489
   4  0.999485 -9.965784        65    182122
   5  0.999501 -9.965784        67    193589
   6  0.999477 -9.965784        74    204105
   7  0.999402 -9.965784        90    217038
   8  0.999453 -9.965784        87    229341
   9  0.999492 -9.965784        86    244066
  10  0.999501 -9.965784        89    257143
  11  0.999424 -9.965784       109    272894
  12  0.999364 -9.965784       127    288230
  13  0.999192 -9.803324       171    305406
  14  0.999320 -9.965784       152    322381
  15  0.999218 -9.849067       185    341060
  16  0.999161 -9.748308       210    361019
  17  0.999234 -9.880247       203    382425
  18  0.999186 -9.791652       228    403925
  19  0.999017 -9.520520       291    427159
  20  0.999141 -9.714003       269    451575
  21  0.998972 -9.455101       341    478348
  22  0.999015 -9.516762       344    503643
  23  0.998926 -9.392387       396    531854
  24  0.998871 -9.319928       440    561980
  25  0.998841 -9.282435       477    593596
  26  0.998777 -9.204896       531    626190
  27  0.998741 -9.162541       577    660734
  28  0.998682 -9.096616       638    697924
  29  0.998583 -8.992901       723    735995
  30  0.998546 -8.955482       781    774662
  31  0.998447 -8.860264       881    817982
  32  0.998390 -8.808584       961    860829
  33  0.998353 -8.775701      1040    910577
  34  0.998324 -8.750423      1115    959269
  35  0.998183 -8.634293      1275   1011986
  36  0.998082 -8.556207      1417   1065363
  37  0.998030 -8.517614      1532   1121381
  38  0.997830 -8.377961      1777   1180543
  39  0.997751 -8.326403      1935   1240312
  40  0.997680 -8.281833      2104   1307548
  41  0.997691 -8.288175      2203   1375113
  42  0.997460 -8.151021      2549   1446562
  43  0.997271 -8.047803      2881   1521886
  44  0.997151 -7.985421      3159   1597987
  45  0.997040 -7.930634      3454   1681978
  46  0.996770 -7.804578      3966   1769386
  47  0.996627 -7.742064      4348   1857366
  48  0.996470 -7.676753      4775   1949278
  49  0.996312 -7.613654      5237   2046165
  50  0.996120 -7.540520      5794   2151609
  51  0.995876 -7.452477      6462   2257223
  52  0.995632 -7.369607      7176   2366303
  53  0.995499 -7.326712      7760   2483688
  54  0.995172 -7.225562      8725   2602873
  55  0.994918 -7.151794      9617   2725489
  56  0.994720 -7.096585     10484   2859253
